state_simple,pool,pool.date,test,gpt_id,date,geo3,state_electoral.college,region,turnout2020.bgres,speculation...turnout2020.bgres,turnout2020.bgnores,speculation...turnout2020.bgnores,turnout2020.ind,speculation...turnout2020.ind,turnout2020.demo,speculation...turnout2020.demo,turnout2020.quota,speculation...turnout2020.quota,vote2020.bgres,speculation...vote2020.bgres,vote2020.bgnores,speculation...vote2020.bgnores,vote2020.ind,speculation...vote2020.ind,vote2020.demo,speculation...vote2020.demo,vote2020.quota,speculation...vote2020.quota,turnout2022.bgres,speculation...turnout2022.bgres,turnout2022.bgnores,speculation...turnout2022.bgnores,turnout2022.ind,speculation...turnout2022.ind,turnout2022.demo,speculation...turnout2022.demo,turnout2022.quota,speculation...turnout2022.quota,vote2022.bgres,speculation...vote2022.bgres,vote2022.bgnores,speculation...vote2022.bgnores,vote2022.ind,speculation...vote2022.ind,vote2022.demo,speculation...vote2022.demo,vote2022.quota,speculation...vote2022.quota,turnout2024.bgnores,speculation...turnout2024.bgnores,turnout2024.ind,speculation...turnout2024.ind,vote2024.bgnores,speculation...vote2024.bgnores,vote2024.ind,speculation...vote2024.ind,turnout2024.demo,speculation...turnout2024.demo,vote2024.demo,speculation...vote2024.demo,change_mind.2024.demo,speculation...change_mind.2024.demo,moi,speculation...moi,psych.agreeable,speculation...psych.agreeable,psych.conscientious,speculation...psych.conscientious,psych.extraverted,speculation...psych.extraverted,psych.neurotic,speculation...psych.neurotic,psych.open,speculation...psych.open,psych.happy,speculation...psych.happy,ethnicity,speculation...ethnicity,age_bins,speculation...age_bins,gender,speculation...gender,college_grad,speculation...college_grad,hh_income,speculation...hh_income,marital_status,speculation...marital_status,pol_interest,speculation...pol_interest,trust,speculation...trust,attention,speculation...attention,partisanship,speculation...partisanship,ideology,speculation...ideology,job_approval.Biden,speculation...job_approval.Biden,fav_harris,speculation...fav_harris,fav_walz,speculation...fav_walz,fav_biden,speculation...fav_biden,fav_trump,speculation...fav_trump,fav_jdvance,speculation...fav_jdvance,fav_kennedy,speculation...fav_kennedy,fav_oliver,speculation...fav_oliver,fav_stein,speculation...fav_stein,fav_west,speculation...fav_west,vote2020,speculation...vote2020,vote2022,speculation...vote2022,vote2024,speculation...vote2024
Arizona,trends House GOP,2024-08-19 18:33:40,no,8a1f67345427145a1a7e7c4ace36947defa5278251b968b992e2c36256fa94dc,2024-08-19,Arizona 4th,Arizona,West,0.85,20,1,20,1,10,1,20,1,20,R,30,R,30,R,20,R,20,R,10,0.85,25,0.85,25,0.85,20,1,20,1,20,R,30,R,20,R,10,R,20,R,20,1,20,1,10,R,10,R,20,1,20,R,20,1.no chance,30,crime,30,2.somewhat disagreeable,50,5.very conscientious,40,4.somewhat extraverted,50,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,2.not very happy,70,White,70,6.65+,10,M,10,Has a College Degree,40,"4.[75000, 100000)",50,married,0,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,10,7.strong R,20,5.very ideologically conservative,20,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,20,1.Very unfavourable,20,4.Very favourable,20,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,R,22,R,20,R,16.6666666666667
Arizona,trends Inflation,2024-08-15 16:44:04,no,43ec8c222df0775539c8cde337d084068a0ed16ba57e7de5d8dd20dc2b0f3d65,2024-08-18,Arizona 8th,Arizona,West,0.85,30,0.85,20,0.85,20,0.85,20,1,20,R,20,R,30,R,30,R,20,R,30,0.85,30,0.85,30,0.85,30,0.85,20,1,20,R,20,R,20,R,20,R,20,R,30,1,10,1,20,R,20,R,30,0.85,20,R,20,1.no chance,20,taxes and government spending,30,2.somewhat disagreeable,50,4.somewhat conscientious,40,3.neither extraverted nor introverted,80,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,2.not very happy,50,White,70,6.65+,30,F,20,Does not have a College Degree,70,"2.[25000, 50000)",80,married,70,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,10,7.strong R,20,5.very ideologically conservative,10,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,20,1.Very unfavourable,20,4.Very favourable,20,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,26,R,22,R,23.3333333333333
Arizona,trends Nipsey Hussle,2024-08-15 16:43:28,no,f03014f21ef179cf84db2a64eb42864608308e3800dd22a18fd46110194892cb,2024-08-17,Arizona 3rd,Arizona,West,0.7,50,0.85,40,0.85,40,0.5,60,0.7,60,stay home,90,D,50,stay home,90,stay home,80,D,70,0.5,50,0.7,50,0.7,60,0.5,60,0.7,60,D,60,D,60,D,70,stay home,80,D,70,0.7,50,0.85,30,stay home,75,stay home,70,0.5,80,stay home,80,4.50-50,80,civil rights and racism,80,4.somewhat agreeable,40,4.somewhat conscientious,40,4.somewhat extraverted,40,3.neither high nor low in neuroticism,80,4.somewhat open to experience,40,3.rather happy,50,Hispanic,0,5.55-64,30,F,0,Does not have a College Degree,70,"3.[50000, 75000)",80,married,60,2.slightly interested,50,3.about half of the time trust other people,80,3.paying some attention,70,4.ind,80,3.moderate in ideological orientation,70,,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,stay home,76,D,68,stay home,75
Arizona,trends Poch,2024-08-15 16:41:12,no,05cffe18d0f6f75da9d7adb4eeff604a497f0205e49adcc61d87a04d18e73608,2024-08-18,Arizona 4th,Arizona,West,0.5,60,0.5,60,0.7,60,0.7,40,0.5,40,stay home,80,stay home,70,stay home,100,OTHER,85,stay home,90,0,20,0,20,0.7,60,0.7,40,0.5,40,stay home,10,stay home,10,stay home,80,OTHER,85,stay home,90,0.7,60,0.85,40,stay home,80,stay home,80,0.7,70,stay home,70,4.50-50,60,inflation and the cost of living,70,3.neither agreeable nor disagreeable,60,4.somewhat conscientious,50,4.somewhat extraverted,50,3.neither high nor low in neuroticism,60,5.very open to experience,50,3.rather happy,60,Hispanic,70,2.25-34,50,M,70,Has a College Degree,50,"3.[50000, 75000)",70,single,70,3.moderately interested,40,3.about half of the time trust other people,60,3.paying some attention,40,4.ind,60,3.moderate in ideological orientation,50,2.Somewhat Disapproves,70,No opinion,85,No opinion,85,2.Somewhat unfavourable,70,2.Somewhat unfavourable,70,No opinion,85,No opinion,85,No opinion,85,No opinion,85,No opinion,85,stay home,85,stay home,55,stay home,76.6666666666667
Arizona,trends Ron Johnson,2024-08-19 18:45:04,no,c646416a98dba0f5b39282d6311710b34b6366c5f907d213b6d7f86d804074b6,2024-08-20,Arizona 7th,Arizona,West,1,10,1,10,1,10,0.85,20,1,20,D,10,D,15,D,10,D,10,D,10,0.85,25,1,20,1,10,0.85,20,1,20,D,20,D,10,D,10,D,20,D,10,1,10,1,10,D,5,D,0,1,10,D,10,2.highly unlikely,20,civil rights and racism,30,5.very agreeable,40,5.very conscientious,30,4.somewhat extraverted,40,4.somewhat high in neuroticism,40,4.somewhat open to experience,40,3.rather happy,60,White,80,6.65+,20,F,0,Has a College Degree,40,"2.[25000, 50000)",85,widowed,80,4.highly interested,0,3.about half of the time trust other people,60,4.paying a lot of attention,0,1.strong D,0,1.very ideologically liberal,10,4.Strongly Approves,20,4.Very favourable,0,4.Very favourable,20,4.Very favourable,10,1.Very unfavourable,0,1.Very unfavourable,60,1.Very unfavourable,60,No opinion,70,1.Very unfavourable,60,No opinion,70,D,11,D,14,D,5
Arizona,trends Theo Von,2024-08-21 06:38:57,no,7c9d87aaff865f05d1a620469c87aed9170de1837860057d3c45fa4331721792,2024-08-21,Arizona 8th,Arizona,West,0.85,20,1,20,1,10,1,10,0.85,10,R,10,R,10,R,15,R,10,R,20,1,20,0.85,30,0.85,30,1,20,0.85,20,R,20,R,20,R,10,R,20,R,40,1,20,1,10,R,30,R,20,1,10,R,10,2.highly unlikely,20,immigration,30,2.somewhat disagreeable,40,5.very conscientious,30,4.somewhat extraverted,40,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,2.not very happy,60,White,80,5.55-64,20,M,20,Does not have a College Degree,50,"3.[50000, 75000)",60,married,70,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,10,1.Very unfavourable,40,1.Very unfavourable,10,4.Very favourable,10,3.Somewhat favourable,60,1.Very unfavourable,70,1.Very unfavourable,70,1.Very unfavourable,20,1.Very unfavourable,70,R,13,R,22,R,20
Arizona,trends Tic Tacs,2024-08-15 16:32:31,no,4a91431e1a892e161e48568d789704c1b8b9dc77a2e663627e397d49cb8017c7,2024-08-18,Arizona 6th,Arizona,West,1,10,0.85,20,1,10,1,10,1,10,D,15,D,10,D,20,D,20,D,25,0.85,20,0.85,20,1,10,1,10,1,10,D,30,D,20,D,15,D,20,D,25,1,20,1,10,D,10,D,20,1,20,D,20,2.highly unlikely,20,healthcare,20,5.very agreeable,20,4.somewhat conscientious,30,4.somewhat extraverted,30,3.neither high nor low in neuroticism,80,5.very open to experience,30,3.rather happy,40,White,90,5.55-64,60,F,10,Has a College Degree,30,"3.[50000, 75000)",80,married,10,4.highly interested,10,4.most of the time trust other people,40,4.paying a lot of attention,10,1.strong D,10,1.very ideologically liberal,20,4.Strongly Approves,20,4.Very favourable,10,4.Very favourable,20,4.Very favourable,20,1.Very unfavourable,10,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,D,18,D,22,D,16.6666666666667
Arizona,trends TimWalz,2024-08-22 08:29:17,no,c0798835064e7e3810b6e4155efbfe18cfa9730af8e5611b967da568030a149e,2024-08-22,Arizona 6th,Arizona,West,0.85,25,0.85,30,0.85,40,1,20,0.85,20,D,20,D,40,D,50,D,40,R,80,0.7,30,0.85,25,0.85,20,1,20,0.85,20,D,20,D,35,D,30,D,50,R,80,0.85,20,1,10,D,30,D,20,1,50,D,50,2.highly unlikely,30,civil rights and racism,40,4.somewhat agreeable,40,5.very conscientious,30,5.very extraverted,30,2.somewhat low in neuroticism,50,5.very open to experience,30,3.rather happy,50,White,90,4.45-54,50,F,10,Has a College Degree,10,"3.[50000, 75000)",90,single,90,4.highly interested,10,3.about half of the time trust other people,90,4.paying a lot of attention,20,1.strong D,30,2.somewhat ideologically liberal,40,3.Somewhat Approves,50,3.Somewhat favourable,50,No opinion,60,3.Somewhat favourable,50,1.Very unfavourable,30,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,D,46,D,43,D,33.3333333333333
Arizona,trends USMNT,2024-08-15 16:32:49,no,e421ade638c68ed0943769e0edcc83a77edba6047147335b87283382066a3ed4,2024-08-18,Arizona's 3rd,Arizona,West,0.7,60,0.85,40,0.85,60,0,70,0.85,70,stay home,70,stay home,70,stay home,100,stay home,80,R,100,0.3,55,0.7,60,0.85,40,0,70,0.7,70,stay home,70,stay home,80,stay home,90,stay home,70,R,100,0.7,50,0.85,50,stay home,90,stay home,90,0,60,stay home,60,1.no chance,60,jobs and the economy,60,5.very agreeable,40,5.very conscientious,30,5.very extraverted,30,2.somewhat low in neuroticism,40,5.very open to experience,40,3.rather happy,40,Black,30,5.55-64,40,M,10,Has a College Degree,50,"5.[100000, max]",30,married,40,1.not interested at all,50,4.most of the time trust other people,40,1.not paying attention at all,70,4.ind,50,3.moderate in ideological orientation,50,2.Somewhat Disapproves,60,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,stay home,84,stay home,82,stay home,80
Arizona,trends WMT,2024-08-15 16:33:27,no,f782658c576ded63c9b0b08c550d7a5a0a1102ba1d355e0dd02f52b410829911,2024-08-15,Arizona 4th,Arizona,West,0.7,60,0.5,50,0.85,40,0.5,100,0.5,100,D,70,stay home,60,D,70,stay home,100,stay home,90,0.7,60,0.5,60,0.85,60,0,100,0.5,100,stay home,80,stay home,80,stay home,80,stay home,100,stay home,90,0.7,60,0.85,30,stay home,80,D,60,0.5,100,stay home,100,4.50-50,100,healthcare,30,4.somewhat agreeable,40,4.somewhat conscientious,40,4.somewhat extraverted,40,2.somewhat low in neuroticism,40,4.somewhat open to experience,40,3.rather happy,40,White,100,2.25-34,30,F,10,Does not have a College Degree,60,"4.[75000, 100000)",60,single,100,2.slightly interested,60,3.about half of the time trust other people,100,2.paying only a little attention,50,4.ind,100,3.moderate in ideological orientation,70,,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,stay home,78,stay home,86,stay home,80
Arizona,candidates,2024-08-15 16:32:11,no,aec34f75729b7a49638bf44c9de53c5abd354fa0f9c7353023f5fb5d429ed3a2,2024-08-18,Arizona 2nd,Arizona,West,0.85,30,1,20,1,10,1,20,0.85,20,R,20,R,20,R,15,R,20,R,15,0.85,20,0.85,30,0.85,20,1,30,0.85,30,R,25,R,20,R,10,R,30,R,20,1,10,1,10,R,15,R,10,1,10,R,10,2.highly unlikely,30,guns,30,2.somewhat disagreeable,40,4.somewhat conscientious,40,5.very extraverted,40,4.somewhat high in neuroticism,50,1.very closed to experience,30,2.not very happy,80,White,60,1.18-24,40,M,10,Does not have a College Degree,70,"2.[25000, 50000)",90,single,80,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,20,1.Very unfavourable,20,1.Very unfavourable,20,4.Very favourable,10,No opinion,90,2.Somewhat unfavourable,20,No opinion,90,No opinion,90,No opinion,90,R,18,R,21,R,11.6666666666667
Arizona,candidates,2024-08-15 16:32:11,no,02cc754a46916739426cc196a53628e1695d2ec4d1a45bab2a64ac0ef29195f8,2024-08-18,Arizona 1st,Arizona,West,0.85,20,1,10,1,10,1,20,0.85,20,R,10,R,10,R,0,R,10,R,20,0.85,25,0.85,20,1,20,1,20,0.85,20,R,20,R,10,R,10,R,30,R,30,1,10,1,10,R,0,R,10,0.85,20,R,20,2.highly unlikely,20,jobs and the economy,30,3.neither agreeable nor disagreeable,90,3.neither conscientious nor unconscientious,90,4.somewhat extraverted,50,3.neither high nor low in neuroticism,90,2.somewhat closed to experience,70,3.rather happy,70,White,80,5.55-64,50,M,10,Does not have a College Degree,70,"4.[75000, 100000)",70,married,50,4.highly interested,10,3.about half of the time trust other people,90,4.paying a lot of attention,20,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,30,1.Very unfavourable,10,No opinion,90,1.Very unfavourable,10,4.Very favourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,10,R,20,R,10
