state_simple,pool,pool.date,test,gpt_id,date,geo3,state_electoral.college,region,turnout2020.bgres,speculation...turnout2020.bgres,turnout2020.bgnores,speculation...turnout2020.bgnores,turnout2020.ind,speculation...turnout2020.ind,turnout2020.demo,speculation...turnout2020.demo,turnout2020.quota,speculation...turnout2020.quota,vote2020.bgres,speculation...vote2020.bgres,vote2020.bgnores,speculation...vote2020.bgnores,vote2020.ind,speculation...vote2020.ind,vote2020.demo,speculation...vote2020.demo,vote2020.quota,speculation...vote2020.quota,turnout2022.bgres,speculation...turnout2022.bgres,turnout2022.bgnores,speculation...turnout2022.bgnores,turnout2022.ind,speculation...turnout2022.ind,turnout2022.demo,speculation...turnout2022.demo,turnout2022.quota,speculation...turnout2022.quota,vote2022.bgres,speculation...vote2022.bgres,vote2022.bgnores,speculation...vote2022.bgnores,vote2022.ind,speculation...vote2022.ind,vote2022.demo,speculation...vote2022.demo,vote2022.quota,speculation...vote2022.quota,turnout2024.bgnores,speculation...turnout2024.bgnores,turnout2024.ind,speculation...turnout2024.ind,vote2024.bgnores,speculation...vote2024.bgnores,vote2024.ind,speculation...vote2024.ind,turnout2024.demo,speculation...turnout2024.demo,vote2024.demo,speculation...vote2024.demo,change_mind.2024.demo,speculation...change_mind.2024.demo,moi,speculation...moi,psych.agreeable,speculation...psych.agreeable,psych.conscientious,speculation...psych.conscientious,psych.extraverted,speculation...psych.extraverted,psych.neurotic,speculation...psych.neurotic,psych.open,speculation...psych.open,psych.happy,speculation...psych.happy,ethnicity,speculation...ethnicity,age_bins,speculation...age_bins,gender,speculation...gender,college_grad,speculation...college_grad,hh_income,speculation...hh_income,marital_status,speculation...marital_status,pol_interest,speculation...pol_interest,trust,speculation...trust,attention,speculation...attention,partisanship,speculation...partisanship,ideology,speculation...ideology,job_approval.Biden,speculation...job_approval.Biden,fav_harris,speculation...fav_harris,fav_walz,speculation...fav_walz,fav_biden,speculation...fav_biden,fav_trump,speculation...fav_trump,fav_jdvance,speculation...fav_jdvance,fav_kennedy,speculation...fav_kennedy,fav_oliver,speculation...fav_oliver,fav_stein,speculation...fav_stein,fav_west,speculation...fav_west,vote2020,speculation...vote2020,vote2022,speculation...vote2022,vote2024,speculation...vote2024
Arizona,trends Alex Wolff,2024-09-09 21:42:12,no,eaf42b8141c0874677fb5c006547314b6f8f7b5bf706e9602a38eb1550a276c3,2024-09-09,Arizona 4th,Arizona,West,0.7,60,0.7,50,0.7,60,0,90,0.85,90,D,70,D,60,stay home,90,stay home,90,D,50,0.15,40,0.7,60,0.7,60,0.5,70,0.7,70,stay home,20,D,70,D,70,stay home,90,D,60,0.3,60,0.85,55,stay home,80,D,70,0.3,90,stay home,90,4.50-50,70,jobs and the economy,90,5.very agreeable,30,3.neither conscientious nor unconscientious,50,5.very extraverted,30,3.neither high nor low in neuroticism,50,5.very open to experience,30,3.rather happy,30,White,85,1.18-24,30,F,30,Does not have a College Degree,70,"1.[min, 25000)",90,single,40,1.not interested at all,50,3.about half of the time trust other people,50,1.not paying attention at all,80,4.ind,90,3.moderate in ideological orientation,80,2.Somewhat Disapproves,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,72,D,62,stay home,80
Arizona,trends Clintons,2024-09-09 21:57:47,no,fea5c72b3bc5c2a1f43d6e0afa838f498eb75d3f1d938889818cae60ca4a20a4,2024-09-10,Arizona 2nd,Arizona,West,0.85,30,0.85,20,1,20,1,10,0.85,10,R,20,R,20,R,20,R,10,R,40,0.7,40,0.85,30,0.85,30,1,10,0.85,10,R,30,R,40,R,20,R,20,R,30,0.85,20,1,20,R,10,R,30,1,10,R,10,2.highly unlikely,20,immigration,30,2.somewhat disagreeable,30,4.somewhat conscientious,30,4.somewhat extraverted,30,4.somewhat high in neuroticism,40,2.somewhat closed to experience,40,2.not very happy,40,White,80,6.65+,40,F,10,Does not have a College Degree,80,"2.[25000, 50000)",90,married,90,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,10,No opinion,90,1.Very unfavourable,10,4.Very favourable,10,3.Somewhat favourable,20,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,22,R,28,R,16.6666666666667
Arizona,trends Jet Black,2024-09-09 21:57:32,no,5532e7fef9e6f4ef333f6f7a24bfb5803d9170f01310307ffc400569d7d4f8ac,2024-09-09,Arizona 8th,Arizona,West,0.85,40,0.7,50,0.7,60,0.7,75,0.5,75,D,50,D,70,D,80,D,75,stay home,90,0.3,50,0.5,60,0.7,40,0.7,80,0.5,80,stay home,50,stay home,85,D,60,D,75,stay home,90,0.7,60,0.85,40,G,80,D,60,0.7,75,D,75,3.unlikely,85,civil rights and racism,85,5.very agreeable,60,3.neither conscientious nor unconscientious,70,4.somewhat extraverted,70,3.neither high nor low in neuroticism,70,5.very open to experience,50,3.rather happy,60,White,90,3.35-44,0,M,0,Has a College Degree,80,"2.[25000, 50000)",90,single,85,3.moderately interested,70,4.most of the time trust other people,70,3.paying some attention,85,3.ind - lean D,75,2.somewhat ideologically liberal,70,3.Somewhat Approves,75,3.Somewhat favourable,75,No opinion,90,3.Somewhat favourable,75,1.Very unfavourable,75,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,73,stay home,72,D,71.6666666666667
Arizona,trends Michigan,2024-09-07 20:15:55,no,59aab5f8dc3731b290cbe7e4aa7e5cee462b536d8fe311247131971025b8103d,2024-09-08,Arizona 4th,Arizona,West,0.5,60,0.5,60,0.5,50,0,90,0.3,90,stay home,90,stay home,70,stay home,90,stay home,90,stay home,90,0.3,40,0.3,60,0.3,60,0.3,60,0.3,60,stay home,50,stay home,80,stay home,70,stay home,90,stay home,90,0.5,60,0.7,40,stay home,90,stay home,80,0.5,90,stay home,90,4.50-50,85,jobs and the economy,70,2.somewhat disagreeable,70,4.somewhat conscientious,60,4.somewhat extraverted,60,3.neither high nor low in neuroticism,80,4.somewhat open to experience,60,2.not very happy,80,White,85,1.18-24,10,M,5,Does not have a College Degree,0,"1.[min, 25000)",75,single,10,2.slightly interested,50,3.about half of the time trust other people,85,2.paying only a little attention,80,4.ind,80,3.moderate in ideological orientation,75,,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,stay home,86,stay home,76,stay home,86.6666666666667
Arizona,trends SAVE Act,2024-09-10 20:13:34,no,e75590535e7ea10143e9fac265cce1439aaea5d252eb908b42da60a275f151df,2024-09-10,Arizona's 6th Congressional District,Arizona,West,0.85,20,1,10,0.85,20,1,25,1,25,D,15,D,15,D,10,D,20,D,20,0.85,20,0.85,20,1,15,1,25,1,25,D,10,D,10,D,10,D,30,D,20,1,10,1,10,D,10,D,5,1,25,D,25,2.highly unlikely,40,civil rights and racism,70,2.somewhat disagreeable,50,4.somewhat conscientious,45,4.somewhat extraverted,40,4.somewhat high in neuroticism,50,5.very open to experience,35,2.not very happy,80,White,90,3.35-44,60,M,30,Has a College Degree,60,"2.[25000, 50000)",85,single,85,4.highly interested,10,2.some of the time trust other people,65,4.paying a lot of attention,15,1.strong D,15,1.very ideologically liberal,15,4.Strongly Approves,20,4.Very favourable,30,No opinion,90,4.Very favourable,25,1.Very unfavourable,20,1.Very unfavourable,25,1.Very unfavourable,25,No opinion,90,1.Very unfavourable,25,2.Somewhat unfavourable,50,D,16,D,16,D,13.3333333333333
Arizona,trends TEXvsMICH,2024-09-07 20:22:38,no,c135fa423773108ed9fa0779cdc0a623cd52feb05323ef8cf8e4988d354a329d,2024-09-09,Arizona 1st,Arizona,West,0.85,30,0.85,30,0.85,30,0.85,50,0.85,50,R,20,R,20,R,60,stay home,80,D,70,0.85,20,0.85,30,0.7,60,0.85,50,0.85,50,R,30,R,20,stay home,75,stay home,80,D,70,1,20,0.85,20,R,30,D,40,0.85,70,K,70,2.highly unlikely,40,jobs and the economy,70,3.neither agreeable nor disagreeable,50,4.somewhat conscientious,50,5.very extraverted,40,3.neither high nor low in neuroticism,50,5.very open to experience,30,3.rather happy,50,Mixed-race,90,2.25-34,50,M,30,Has a College Degree,40,"5.[100000, max]",70,single,70,4.highly interested,20,3.about half of the time trust other people,80,4.paying a lot of attention,20,4.ind,60,3.moderate in ideological orientation,60,2.Somewhat Disapproves,70,2.Somewhat unfavourable,60,No opinion,90,2.Somewhat unfavourable,60,2.Somewhat unfavourable,60,No opinion,90,3.Somewhat favourable,60,No opinion,90,No opinion,90,No opinion,90,R,50,R,55,K,46.6666666666667
Arizona,trends Tiffany,2024-09-11 21:55:53,no,da968012124d8b7933b4445b9ce38265f5271d23793dcedae1e1560689f7f864,2024-09-12,Arizona 9th,Arizona,West,0.85,30,0.85,30,0.85,35,0.85,30,0.5,30,D,40,D,40,D,50,D,40,D,70,0.3,50,0.5,50,0.85,35,0.85,30,0.5,30,stay home,40,stay home,90,D,60,D,40,D,70,0.7,40,0.7,30,D,60,D,40,0.85,30,D,30,2.highly unlikely,40,civil rights and racism,50,4.somewhat agreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,40,3.neither high nor low in neuroticism,50,5.very open to experience,30,3.rather happy,50,White,90,2.25-34,0,F,10,Does not have a College Degree,60,"3.[50000, 75000)",60,single,80,4.highly interested,20,2.some of the time trust other people,80,4.paying a lot of attention,20,1.strong D,30,2.somewhat ideologically liberal,30,3.Somewhat Approves,40,4.Very favourable,30,No opinion,90,3.Somewhat favourable,40,1.Very unfavourable,20,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,48,D,60,D,43.3333333333333
Arizona,candidates,2024-09-07 20:04:20,no,68d41a7142c744d47ade15339db675b8970d93ad4f04d17fa01c86f79df926a3,2024-09-07,Arizona 4th,Arizona,West,0.85,30,0.85,20,0.85,20,1,20,0.7,20,D,20,D,30,D,30,D,20,D,50,0.85,30,0.85,30,0.85,25,0.85,30,0.7,30,D,25,D,20,D,30,D,30,D,50,0.85,20,1,20,D,30,D,30,0.85,30,D,30,2.highly unlikely,30,inflation and the cost of living,50,2.somewhat disagreeable,50,2.somewhat unconscientious,50,4.somewhat extraverted,50,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,2.not very happy,50,White,90,6.65+,40,F,10,Does not have a College Degree,60,"2.[25000, 50000)",80,married,10,4.highly interested,20,2.some of the time trust other people,40,4.paying a lot of attention,20,1.strong D,20,1.very ideologically liberal,20,4.Strongly Approves,40,4.Very favourable,40,1.Very unfavourable,40,4.Very favourable,40,1.Very unfavourable,20,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,D,30,D,31,D,30
Arizona,candidates,2024-09-07 20:04:20,no,b4b1fa04ed3454e1ca62f3991f8637dae1bf2ac622965550f322915a7207b34e,2024-09-07,Arizona 8th,Arizona,West,0.85,30,0.85,20,1,20,1,20,0.85,20,R,20,R,20,R,20,R,20,R,30,0.85,30,0.85,20,0.85,30,1,30,0.85,30,R,20,R,10,R,20,R,20,R,30,1,10,0.85,20,R,30,R,10,1,20,R,20,1.no chance,20,abortion,20,1.very disagreeable,30,4.somewhat conscientious,40,4.somewhat extraverted,40,4.somewhat high in neuroticism,40,2.somewhat closed to experience,40,2.not very happy,40,White,50,5.55-64,20,M,30,Does not have a College Degree,60,"4.[75000, 100000)",60,married,50,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,30,1.Very unfavourable,10,4.Very favourable,20,4.Very favourable,30,2.Somewhat unfavourable,60,No opinion,70,1.Very unfavourable,30,1.Very unfavourable,30,R,22,R,20,R,20
Arizona,candidates,2024-09-07 20:04:20,no,8c91c7e31e8ab769b3cfe9b08f7f04ea1bc09c107f025a6ca854f2e473a3f882,2024-09-08,Arizona 5th,Arizona,West,0.85,30,0.85,30,0.85,20,0.85,30,1,30,D,40,D,20,D,30,D,30,D,40,0.85,40,0.85,30,0.85,25,0.85,30,1,30,D,50,D,40,D,30,D,30,D,40,1,20,0.85,20,D,30,D,25,0.85,40,D,40,2.highly unlikely,30,civil rights and racism,50,2.somewhat disagreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,50,4.somewhat high in neuroticism,50,4.somewhat open to experience,40,2.not very happy,80,White,20,5.55-64,40,M,20,Has a College Degree,50,"4.[75000, 100000)",80,married,40,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,20,1.strong D,30,2.somewhat ideologically liberal,30,3.Somewhat Approves,30,No opinion,90,No opinion,90,3.Somewhat favourable,30,1.Very unfavourable,20,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,32,D,38,D,31.6666666666667
Arizona,candidates,2024-09-07 20:04:20,no,11debda9cb4164445b8f3b546fea6bbe858787fa5ce0cc6d9bd41d67a036a790,2024-09-09,Arizona 6th,Arizona,West,0.85,20,0.85,30,0.85,30,0.85,30,0.85,30,D,50,D,40,D,50,D,60,D,20,0.85,30,0.85,20,0.85,20,0.85,30,0.85,30,D,40,D,30,D,45,D,50,D,20,1,20,0.85,20,D,30,D,30,1,50,D,50,2.highly unlikely,30,inflation and the cost of living,60,2.somewhat disagreeable,30,4.somewhat conscientious,40,4.somewhat extraverted,40,4.somewhat high in neuroticism,40,4.somewhat open to experience,40,3.rather happy,50,White,80,5.55-64,30,F,10,Has a College Degree,40,"5.[100000, max]",50,married,10,4.highly interested,20,2.some of the time trust other people,30,4.paying a lot of attention,20,4.ind,50,4.somewhat ideologically conservative,40,3.Somewhat Approves,50,3.Somewhat favourable,50,No opinion,100,3.Somewhat favourable,50,1.Very unfavourable,10,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,D,44,D,37,D,36.6666666666667
Arizona,candidates,2024-09-07 20:04:20,no,41dedbbc9a7077814c4cad478e3fb047e2a7f919ff2ae2488774578f08b4ee42,2024-09-08,Arizona 4th,Arizona,West,0.7,40,0.85,40,0.85,60,0.85,40,0.85,40,R,50,R,50,R,50,R,70,R,50,0.7,60,0.7,60,0.7,60,0.85,40,0.85,40,R,70,R,70,stay home,90,R,70,R,50,0.85,25,0.85,40,L,60,R,60,0.85,60,R,60,2.highly unlikely,50,healthcare,30,4.somewhat agreeable,40,5.very conscientious,30,4.somewhat extraverted,50,3.neither high nor low in neuroticism,80,4.somewhat open to experience,50,3.rather happy,80,White,100,2.25-34,40,F,10,Has a College Degree,30,"5.[100000, max]",30,single,80,4.highly interested,20,4.most of the time trust other people,50,4.paying a lot of attention,20,7.strong R,60,5.very ideologically conservative,60,1.Strongly Disapproves,60,1.Very unfavourable,60,No opinion,80,1.Very unfavourable,60,4.Very favourable,50,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,R,54,R,70,R,60
