state_simple,pool,pool.date,test,gpt_id,date,geo3,state_electoral.college,region,turnout2020.bgres,speculation...turnout2020.bgres,turnout2020.bgnores,speculation...turnout2020.bgnores,turnout2020.ind,speculation...turnout2020.ind,turnout2020.demo,speculation...turnout2020.demo,turnout2020.quota,speculation...turnout2020.quota,vote2020.bgres,speculation...vote2020.bgres,vote2020.bgnores,speculation...vote2020.bgnores,vote2020.ind,speculation...vote2020.ind,vote2020.demo,speculation...vote2020.demo,vote2020.quota,speculation...vote2020.quota,turnout2022.bgres,speculation...turnout2022.bgres,turnout2022.bgnores,speculation...turnout2022.bgnores,turnout2022.ind,speculation...turnout2022.ind,turnout2022.demo,speculation...turnout2022.demo,turnout2022.quota,speculation...turnout2022.quota,vote2022.bgres,speculation...vote2022.bgres,vote2022.bgnores,speculation...vote2022.bgnores,vote2022.ind,speculation...vote2022.ind,vote2022.demo,speculation...vote2022.demo,vote2022.quota,speculation...vote2022.quota,turnout2024.bgnores,speculation...turnout2024.bgnores,turnout2024.ind,speculation...turnout2024.ind,vote2024.bgnores,speculation...vote2024.bgnores,vote2024.ind,speculation...vote2024.ind,turnout2024.demo,speculation...turnout2024.demo,vote2024.demo,speculation...vote2024.demo,change_mind.2024.demo,speculation...change_mind.2024.demo,moi,speculation...moi,psych.agreeable,speculation...psych.agreeable,psych.conscientious,speculation...psych.conscientious,psych.extraverted,speculation...psych.extraverted,psych.neurotic,speculation...psych.neurotic,psych.open,speculation...psych.open,psych.happy,speculation...psych.happy,ethnicity,speculation...ethnicity,age_bins,speculation...age_bins,gender,speculation...gender,college_grad,speculation...college_grad,hh_income,speculation...hh_income,marital_status,speculation...marital_status,pol_interest,speculation...pol_interest,trust,speculation...trust,attention,speculation...attention,partisanship,speculation...partisanship,ideology,speculation...ideology,job_approval.Biden,speculation...job_approval.Biden,fav_harris,speculation...fav_harris,fav_walz,speculation...fav_walz,fav_biden,speculation...fav_biden,fav_trump,speculation...fav_trump,fav_jdvance,speculation...fav_jdvance,fav_kennedy,speculation...fav_kennedy,fav_oliver,speculation...fav_oliver,fav_stein,speculation...fav_stein,fav_west,speculation...fav_west,vote2020,speculation...vote2020,vote2022,speculation...vote2022,vote2024,speculation...vote2024
Arizona,trends Gene Simmons,2024-10-09 05:33:02,no,6013de2f55af63cad2e8eca3bbc14a07a3340c649a17e3c2ff42ae538f37747c,2024-10-09,Arizona 3rd,Arizona,West,0.85,20,0.85,25,1,20,1,20,0.85,20,R,30,R,30,R,30,R,30,R,30,0.7,40,0.85,30,0.85,20,1,30,0.85,30,R,50,R,50,R,30,R,40,R,30,0.85,25,1,10,R,35,R,30,0.85,30,R,30,2.highly unlikely,30,crime,40,2.somewhat disagreeable,50,5.very conscientious,30,4.somewhat extraverted,40,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,2.not very happy,50,Hispanic,40,6.65+,10,M,5,Does not have a College Degree,40,"4.[75000, 100000)",50,married,30,4.highly interested,20,2.some of the time trust other people,50,4.paying a lot of attention,30,7.strong R,30,5.very ideologically conservative,20,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,60,1.Very unfavourable,20,4.Very favourable,20,4.Very favourable,50,1.Very unfavourable,60,1.Very unfavourable,60,1.Very unfavourable,60,1.Very unfavourable,60,R,30,R,40,R,31.6666666666667
Arizona,trends GoBlue,2024-10-06 07:27:45,no,e74f6a29a4b08c87a86ec4783fa58fcffc520231fe6e62d0b3ec71c68fe42ef0,2024-10-05,Arizona 3rd,Arizona,West,0.7,60,0.7,60,0.85,30,0.7,50,0.7,50,stay home,90,stay home,90,stay home,90,stay home,70,stay home,80,0.3,50,0.5,60,0.7,50,0.85,35,0.7,35,stay home,70,stay home,80,stay home,85,stay home,70,stay home,80,0.5,60,0.85,30,R,70,R,60,0.7,70,stay home,70,4.50-50,60,jobs and the economy,60,3.neither agreeable nor disagreeable,50,5.very conscientious,40,5.very extraverted,40,3.neither high nor low in neuroticism,70,4.somewhat open to experience,50,3.rather happy,50,White,90,2.25-34,40,M,10,Has a College Degree,60,"3.[50000, 75000)",60,single,80,2.slightly interested,40,3.about half of the time trust other people,80,3.paying some attention,50,4.ind,70,3.moderate in ideological orientation,70,2.Somewhat Disapproves,80,2.Somewhat unfavourable,80,No opinion,90,2.Somewhat unfavourable,80,2.Somewhat unfavourable,80,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,stay home,84,stay home,77,R,66.6666666666667
Arizona,trends Harmeet,2024-10-09 05:30:54,no,49b9e5d5d127b7cd4548ee1f35eec9bcfc87253a6f253bccc4769ff7b9e6a8e7,2024-10-08,Arizona 4th,Arizona,West,0.85,40,0.85,20,1,20,0.85,20,1,20,R,50,R,30,R,30,R,20,R,30,0.85,25,0.85,20,0.85,30,0.85,25,1,25,R,30,R,25,R,40,R,20,R,35,1,10,1,10,R,20,R,20,0.85,20,R,20,2.highly unlikely,20,crime,35,2.somewhat disagreeable,40,5.very conscientious,30,4.somewhat extraverted,30,4.somewhat high in neuroticism,50,4.somewhat open to experience,50,2.not very happy,50,White,30,4.45-54,40,F,10,Has a College Degree,15,"4.[75000, 100000)",50,single,75,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,15,1.Strongly Disapproves,10,1.Very unfavourable,10,1.Very unfavourable,70,1.Very unfavourable,10,4.Very favourable,20,4.Very favourable,40,1.Very unfavourable,70,1.Very unfavourable,70,1.Very unfavourable,70,1.Very unfavourable,70,R,32,R,30,R,20
Arizona,trends Jeanty,2024-10-06 07:27:16,no,ac45665ef24cde4fded3351d5df11d05c3624231be5d30a72c0f124761a8c3ed,2024-10-06,Arizona 4th,Arizona,West,0.7,40,0.85,40,0.7,60,0.5,80,0.7,80,stay home,70,stay home,60,stay home,100,stay home,100,stay home,80,0.3,60,0.7,60,0.5,60,0.5,90,0.7,90,stay home,80,stay home,90,stay home,80,stay home,100,stay home,70,0.5,60,0.85,60,stay home,80,stay home,85,0.5,100,stay home,100,4.50-50,100,jobs and the economy,90,2.somewhat disagreeable,70,4.somewhat conscientious,70,4.somewhat extraverted,50,4.somewhat high in neuroticism,70,4.somewhat open to experience,70,2.not very happy,70,White,100,2.25-34,50,M,20,Does not have a College Degree,100,"3.[50000, 75000)",80,single,100,2.slightly interested,80,2.some of the time trust other people,70,2.paying only a little attention,90,4.ind,90,3.moderate in ideological orientation,90,2.Somewhat Disapproves,90,No opinion,100,No opinion,100,2.Somewhat unfavourable,90,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,stay home,82,stay home,84,stay home,88.3333333333333
Arizona,trends Rhea,2024-10-06 07:26:18,no,e5ead327c55e250e52e5e91e1ad98f68687bf2b87f5c7cbb947a8209e092fe22,2024-10-05,Arizona 6th,Arizona,West,0.85,35,0.85,40,0.85,35,1,20,0.85,20,R,40,R,50,R,25,R,20,R,40,0.5,60,0.85,30,0.85,30,1,20,0.85,20,R,40,R,40,R,40,R,30,R,40,0.85,30,0.85,20,R,40,R,30,0.85,20,R,20,2.highly unlikely,40,national security,50,2.somewhat disagreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,50,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,2.not very happy,60,White,90,4.45-54,50,M,70,Does not have a College Degree,70,"2.[25000, 50000)",90,single,80,4.highly interested,10,1.never trust other people,40,4.paying a lot of attention,20,7.strong R,20,5.very ideologically conservative,20,1.Strongly Disapproves,30,1.Very unfavourable,40,1.Very unfavourable,60,1.Very unfavourable,30,4.Very favourable,40,3.Somewhat favourable,60,No opinion,80,No opinion,80,1.Very unfavourable,50,1.Very unfavourable,60,R,35,R,38,R,30
Arizona,trends The Rock,2024-10-06 07:25:26,no,057b9ca008484a8dd8dca544e6e64dcabb49b1e02afeada152672160f69e17bf,2024-10-06,Arizona 8th,Arizona,West,0.7,60,0.5,70,0.7,60,0.7,60,0.3,60,stay home,80,stay home,90,D,70,stay home,90,stay home,90,0.3,50,0.7,60,0.7,40,0.7,60,0.3,60,stay home,0,stay home,90,D,70,stay home,90,stay home,90,0.7,50,0.85,60,G,70,G,80,0.7,90,stay home,90,4.50-50,80,climate change and the environment,60,5.very agreeable,40,4.somewhat conscientious,60,4.somewhat extraverted,60,1.very low in neuroticism,40,5.very open to experience,30,4.very happy,40,Hispanic,40,2.25-34,50,M,10,Has a College Degree,70,"4.[75000, 100000)",70,single,60,1.not interested at all,80,4.most of the time trust other people,70,1.not paying attention at all,80,4.ind,80,2.somewhat ideologically liberal,70,,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,stay home,84,stay home,68,G,80
Arizona,trends Yankees,2024-10-06 07:25:08,no,ee8bec9c9b55d2ec5d7cf08693dab30520fef128bc20fe88fdd8ef831857c58b,2024-10-06,Arizona 4th,Arizona,West,0.7,40,0.85,30,0.85,40,0.85,30,0.5,30,stay home,70,D,50,stay home,85,D,70,stay home,90,0.7,60,0.7,50,0.85,40,0.85,30,0.5,30,stay home,100,stay home,80,D,80,D,70,stay home,90,0.85,30,0.85,40,D,60,stay home,90,0.85,70,D,70,2.highly unlikely,70,civil rights and racism,50,5.very agreeable,40,5.very conscientious,40,4.somewhat extraverted,40,2.somewhat low in neuroticism,50,5.very open to experience,40,3.rather happy,50,White,20,3.35-44,40,F,10,Has a College Degree,30,"3.[50000, 75000)",70,married,60,3.moderately interested,50,4.most of the time trust other people,50,3.paying some attention,50,2.weak D,70,2.somewhat ideologically liberal,60,3.Somewhat Approves,70,3.Somewhat favourable,70,No opinion,90,3.Somewhat favourable,70,1.Very unfavourable,70,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,stay home,73,stay home,84,D,73.3333333333333
Arizona,candidates,2024-10-06 07:23:58,no,f0af92da0e7583ae2f64826239215448ecae5bbf23c7032bec5e964ebc70a59d,2024-10-06,Arizona 5th,Arizona,West,0.85,20,1,10,1,10,1,20,0.85,20,D,10,D,15,D,20,D,20,D,20,0.85,20,0.85,30,0.85,20,1,20,0.85,20,D,30,D,40,D,10,D,30,D,30,1,10,1,10,D,0,D,10,1,20,D,20,1.no chance,20,civil rights and racism,40,3.neither agreeable nor disagreeable,50,5.very conscientious,30,4.somewhat extraverted,40,4.somewhat high in neuroticism,50,5.very open to experience,40,2.not very happy,50,White,80,6.65+,30,F,10,Has a College Degree,50,"3.[50000, 75000)",60,married,70,4.highly interested,10,2.some of the time trust other people,30,4.paying a lot of attention,10,1.strong D,20,1.very ideologically liberal,20,4.Strongly Approves,30,4.Very favourable,20,4.Very favourable,10,4.Very favourable,20,1.Very unfavourable,10,1.Very unfavourable,40,1.Very unfavourable,20,No opinion,70,No opinion,70,No opinion,70,D,17,D,28,D,10
Arizona,candidates,2024-10-06 07:23:58,no,7d9f93a2ea43eb18bed6d2e55b06d22ccb36cfe7c3374f0a9df6521fdc8722ba,2024-10-06,Arizona 7th,Arizona,West,0.85,30,0.85,20,0.85,20,0.85,30,0.85,30,D,20,D,10,D,40,D,40,D,50,0.85,20,0.85,30,0.85,30,0.85,30,0.85,30,D,10,D,20,D,40,D,40,D,60,1,20,1,20,D,30,D,40,1,35,D,35,2.highly unlikely,30,healthcare,10,5.very agreeable,20,5.very conscientious,20,4.somewhat extraverted,35,4.somewhat high in neuroticism,35,5.very open to experience,25,2.not very happy,40,White,85,6.65+,25,M,5,Does not have a College Degree,60,"2.[25000, 50000)",75,single,90,4.highly interested,10,2.some of the time trust other people,35,4.paying a lot of attention,15,3.ind - lean D,40,2.somewhat ideologically liberal,35,2.Somewhat Disapproves,50,2.Somewhat unfavourable,50,No opinion,90,2.Somewhat unfavourable,45,1.Very unfavourable,40,No opinion,90,3.Somewhat favourable,50,No opinion,90,No opinion,90,No opinion,90,D,32,D,34,D,35
Arizona,candidates,2024-10-06 07:23:58,no,547b3cdb51f52e8e0d74923246ac3ea3d07634771c33f5634ac7c06fac342afd,2024-10-07,Arizona 6th,Arizona,West,0.85,30,0.85,20,0.85,20,1,15,1,15,D,25,D,30,D,30,D,20,D,30,0.7,30,0.85,20,0.85,20,1,25,1,25,D,20,D,25,D,30,D,35,D,35,0.85,20,1,10,D,30,D,30,1,30,D,30,1.no chance,20,civil rights and racism,55,1.very disagreeable,30,4.somewhat conscientious,45,5.very extraverted,40,5.very high in neuroticism,40,5.very open to experience,45,2.not very happy,50,White,40,6.65+,10,F,0,Has a College Degree,60,"2.[25000, 50000)",90,married,60,4.highly interested,10,1.never trust other people,50,4.paying a lot of attention,10,1.strong D,20,1.very ideologically liberal,20,4.Strongly Approves,25,4.Very favourable,25,No opinion,80,4.Very favourable,25,1.Very unfavourable,0,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,D,27,D,29,D,30
Arizona,candidates,2024-10-06 07:23:58,no,29e14595597eb03193cb666a1efa8a9a4a737b0af5ed390ffea03ee1e358d5b7,2024-10-06,Arizona 1st,Arizona,West,0.85,20,1,20,1,10,1,15,0.85,15,R,20,R,10,R,10,R,20,R,10,0.85,30,0.85,30,0.85,20,0.85,25,0.85,25,R,25,R,20,R,10,R,25,R,10,1,10,1,10,R,10,R,10,1,20,R,20,2.highly unlikely,30,jobs and the economy,60,2.somewhat disagreeable,40,4.somewhat conscientious,40,4.somewhat extraverted,40,2.somewhat low in neuroticism,40,2.somewhat closed to experience,40,3.rather happy,40,White,25,5.55-64,30,M,10,Has a College Degree,15,"4.[75000, 100000)",70,married,80,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,20,5.very ideologically conservative,20,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,70,1.Very unfavourable,15,4.Very favourable,10,3.Somewhat favourable,70,3.Somewhat favourable,60,3.Somewhat favourable,70,1.Very unfavourable,50,1.Very unfavourable,40,R,14,R,18,R,13.3333333333333
Arizona,candidates,2024-10-06 07:23:58,no,471dc47f3672e11030c4c138096d3cbe0cb3b9dfa752c96b0cea6a02e3ef8e3a,2024-10-06,Arizona 9th,Arizona,West,0.85,30,0.85,30,0.85,30,1,30,0.7,30,R,25,R,20,R,20,R,20,R,50,0.7,40,0.85,30,0.85,30,1,30,0.7,30,R,30,R,25,R,40,R,30,R,60,0.85,30,1,15,R,25,R,25,0.85,20,R,20,2.highly unlikely,40,national security,60,2.somewhat disagreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,50,3.neither high nor low in neuroticism,60,2.somewhat closed to experience,60,3.rather happy,50,White,90,5.55-64,50,F,10,Does not have a College Degree,80,"2.[25000, 50000)",70,single,90,4.highly interested,20,2.some of the time trust other people,60,4.paying a lot of attention,20,7.strong R,20,5.very ideologically conservative,30,1.Strongly Disapproves,30,1.Very unfavourable,40,1.Very unfavourable,70,1.Very unfavourable,30,4.Very favourable,20,3.Somewhat favourable,70,No opinion,90,No opinion,90,No opinion,90,1.Very unfavourable,70,R,27,R,37,R,23.3333333333333
