state_simple,pool,pool.date,test,gpt_id,date,geo3,state_electoral.college,region,turnout2020.bgres,speculation...turnout2020.bgres,turnout2020.bgnores,speculation...turnout2020.bgnores,turnout2020.ind,speculation...turnout2020.ind,turnout2020.demo,speculation...turnout2020.demo,turnout2020.quota,speculation...turnout2020.quota,vote2020.bgres,speculation...vote2020.bgres,vote2020.bgnores,speculation...vote2020.bgnores,vote2020.ind,speculation...vote2020.ind,vote2020.demo,speculation...vote2020.demo,vote2020.quota,speculation...vote2020.quota,turnout2022.bgres,speculation...turnout2022.bgres,turnout2022.bgnores,speculation...turnout2022.bgnores,turnout2022.ind,speculation...turnout2022.ind,turnout2022.demo,speculation...turnout2022.demo,turnout2022.quota,speculation...turnout2022.quota,vote2022.bgres,speculation...vote2022.bgres,vote2022.bgnores,speculation...vote2022.bgnores,vote2022.ind,speculation...vote2022.ind,vote2022.demo,speculation...vote2022.demo,vote2022.quota,speculation...vote2022.quota,turnout2024.bgnores,speculation...turnout2024.bgnores,turnout2024.ind,speculation...turnout2024.ind,vote2024.bgnores,speculation...vote2024.bgnores,vote2024.ind,speculation...vote2024.ind,turnout2024.demo,speculation...turnout2024.demo,vote2024.demo,speculation...vote2024.demo,change_mind.2024.demo,speculation...change_mind.2024.demo,moi,speculation...moi,psych.agreeable,speculation...psych.agreeable,psych.conscientious,speculation...psych.conscientious,psych.extraverted,speculation...psych.extraverted,psych.neurotic,speculation...psych.neurotic,psych.open,speculation...psych.open,psych.happy,speculation...psych.happy,ethnicity,speculation...ethnicity,age_bins,speculation...age_bins,gender,speculation...gender,college_grad,speculation...college_grad,hh_income,speculation...hh_income,marital_status,speculation...marital_status,pol_interest,speculation...pol_interest,trust,speculation...trust,attention,speculation...attention,partisanship,speculation...partisanship,ideology,speculation...ideology,job_approval.Biden,speculation...job_approval.Biden,fav_harris,speculation...fav_harris,fav_walz,speculation...fav_walz,fav_biden,speculation...fav_biden,fav_trump,speculation...fav_trump,fav_jdvance,speculation...fav_jdvance,fav_kennedy,speculation...fav_kennedy,fav_oliver,speculation...fav_oliver,fav_stein,speculation...fav_stein,fav_west,speculation...fav_west,vote2020,speculation...vote2020,vote2022,speculation...vote2022,vote2024,speculation...vote2024
Arizona,candidates,2024-09-23 13:06:40,no,4450c4e2b0ac20e071fb04f16c50cf8d6b717b1e6f04009e354337553ccc73b8,2024-09-23,Arizona 2nd,Arizona,West,0.85,30,0.85,20,0.85,25,0.85,30,0.85,30,R,40,R,30,R,30,R,30,R,40,0.85,20,0.85,20,1,20,0.85,30,0.85,30,R,30,R,30,R,30,R,40,R,40,0.85,20,1,20,R,30,R,30,0.85,30,R,30,2.highly unlikely,40,national security,60,3.neither agreeable nor disagreeable,50,4.somewhat conscientious,40,4.somewhat extraverted,40,3.neither high nor low in neuroticism,50,2.somewhat closed to experience,50,3.rather happy,40,White,40,6.65+,10,F,10,Has a College Degree,10,"2.[25000, 50000)",70,widowed,60,4.highly interested,20,4.most of the time trust other people,60,4.paying a lot of attention,20,7.strong R,30,5.very ideologically conservative,30,1.Strongly Disapproves,30,1.Very unfavourable,30,1.Very unfavourable,50,1.Very unfavourable,30,4.Very favourable,30,4.Very favourable,50,No opinion,70,No opinion,70,1.Very unfavourable,50,1.Very unfavourable,50,R,34,R,34,R,30
Arizona,candidates,2024-09-23 13:06:40,no,dbd334ffca1a252afbe7c6b68de6adec93f76ac16d9e30d6fdffe9d364ebf5ce,2024-09-23,Arizona 6th,Arizona,West,0.85,20,0.85,20,1,20,0.85,20,0.85,20,R,30,R,10,R,10,R,20,R,50,0.85,30,0.85,30,0.85,30,0.85,20,0.85,20,R,20,R,20,R,30,R,20,R,50,1,20,1,10,R,10,R,15,0.85,10,R,10,1.no chance,20,inflation and the cost of living,20,1.very disagreeable,30,5.very conscientious,30,4.somewhat extraverted,40,4.somewhat high in neuroticism,40,1.very closed to experience,30,2.not very happy,30,White,90,3.35-44,30,M,10,Has a College Degree,80,"4.[75000, 100000)",50,single,90,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,10,No opinion,90,1.Very unfavourable,10,4.Very favourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,24,R,28,R,11.6666666666667
Arizona,candidates,2024-09-23 13:06:40,no,1d34f8ff957442024400fbf660c9ab9bddac5a0210ca4957287be1f1a2b69789,2024-09-23,Arizona 8th,Arizona,West,0.85,20,0.85,20,1,20,1,20,1,20,R,10,R,10,R,10,R,20,R,10,0.85,20,0.85,30,0.85,20,1,20,1,20,R,15,R,20,R,10,R,30,R,30,1,20,1,10,R,10,R,5,1,10,R,10,1.no chance,20,immigration,20,2.somewhat disagreeable,40,5.very conscientious,40,4.somewhat extraverted,50,4.somewhat high in neuroticism,60,2.somewhat closed to experience,40,3.rather happy,70,White,70,5.55-64,30,F,10,Has a College Degree,30,"2.[25000, 50000)",60,married,60,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,10,No opinion,90,1.Very unfavourable,10,4.Very favourable,10,3.Somewhat favourable,50,No opinion,90,No opinion,90,1.Very unfavourable,70,No opinion,90,R,12,R,21,R,8.33333333333333
Arizona,candidates,2024-09-23 13:06:40,no,b336e3884f646ec19d3a089308e0bf25bf65c213de72733218723db58ced558d,2024-09-24,Arizona 3rd,Arizona,West,0.85,25,0.85,20,0.85,20,1,20,1,20,D,20,D,30,D,10,D,20,D,20,0.85,20,0.85,20,0.85,20,1,20,1,20,D,30,D,30,D,10,D,30,D,20,1,10,1,10,D,20,D,20,1,20,D,20,2.highly unlikely,30,civil rights and racism,30,2.somewhat disagreeable,50,5.very conscientious,50,5.very extraverted,30,4.somewhat high in neuroticism,50,5.very open to experience,40,2.not very happy,80,Black,50,3.35-44,40,F,10,Has a College Degree,50,"2.[25000, 50000)",90,single,80,4.highly interested,10,2.some of the time trust other people,60,4.paying a lot of attention,10,1.strong D,20,1.very ideologically liberal,20,4.Strongly Approves,30,4.Very favourable,20,No opinion,90,4.Very favourable,40,1.Very unfavourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,4.Very favourable,40,D,20,D,24,D,20
Arizona,candidates,2024-09-25 07:11:03,no,9702bd411c158e3f2ee3472907dce33dbd25655b49168d99bcb85586377cbc05,2024-09-25,Arizona 9th,Arizona,West,0.85,30,0.85,20,1,20,1,20,1,20,R,20,R,10,R,20,R,25,R,20,0.85,30,0.85,30,0.85,30,0.85,30,1,30,R,20,R,20,R,30,R,30,R,30,1,20,1,10,R,10,R,20,1,10,R,10,2.highly unlikely,30,jobs and the economy,60,2.somewhat disagreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,50,4.somewhat high in neuroticism,50,2.somewhat closed to experience,60,2.not very happy,85,White,100,5.55-64,20,M,75,Does not have a College Degree,90,"3.[50000, 75000)",95,single,85,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,20,1.Strongly Disapproves,20,1.Very unfavourable,20,No opinion,90,1.Very unfavourable,20,4.Very favourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,19,R,26,R,13.3333333333333
Arizona,candidates,2024-09-25 07:11:03,no,1ec3493e3494ba3fe4107f768546985cbadc2677f54468da23edcdb30b978305,2024-09-25,Arizona 2nd,Arizona,West,0.85,30,0.85,20,1,10,1,20,1,20,R,20,R,10,R,10,R,10,R,10,0.85,30,0.85,20,1,20,1,20,1,20,R,20,R,30,R,20,R,10,R,20,1,10,1,10,R,0,R,15,1,20,R,20,1.no chance,20,crime,50,2.somewhat disagreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,50,4.somewhat high in neuroticism,50,2.somewhat closed to experience,50,3.rather happy,90,White,90,4.45-54,40,F,0,Does not have a College Degree,90,"2.[25000, 50000)",90,married,50,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,20,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,10,No opinion,90,1.Very unfavourable,10,4.Very favourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,12,R,20,R,11.6666666666667
Arizona,candidates,2024-09-25 07:11:03,no,10d0d32984a658d3870b482adbcae128786414d5c069932408b68bffe452c0bd,2024-09-25,Arizona's 9th,Arizona,West,0.85,20,1,20,0.85,20,1,10,0.85,10,R,10,R,10,R,10,R,10,R,10,1,10,0.85,20,0.85,20,1,10,0.85,10,R,10,R,25,R,10,R,10,R,20,1,10,1,10,R,0,R,10,1,10,R,10,2.highly unlikely,10,crime,20,2.somewhat disagreeable,40,5.very conscientious,20,4.somewhat extraverted,30,4.somewhat high in neuroticism,30,2.somewhat closed to experience,40,3.rather happy,80,White,90,5.55-64,30,F,10,Has a College Degree,20,"3.[50000, 75000)",50,married,40,4.highly interested,10,2.some of the time trust other people,30,4.paying a lot of attention,10,7.strong R,10,5.very ideologically conservative,10,1.Strongly Disapproves,10,1.Very unfavourable,10,No opinion,90,1.Very unfavourable,10,4.Very favourable,10,No opinion,90,4.Very favourable,10,No opinion,90,1.Very unfavourable,40,1.Very unfavourable,40,R,10,R,15,R,6.66666666666667
Arizona,candidates,2024-09-25 07:11:03,no,e75590535e7ea10143e9fac265cce1439aaea5d252eb908b42da60a275f151df,2024-09-25,Arizona 7th,Arizona,West,1,10,1,10,1,20,0.85,30,1,30,D,15,D,10,D,10,D,20,D,10,0.85,20,0.85,20,1,15,0.85,30,1,30,D,10,D,10,D,10,D,30,D,20,1,10,1,10,D,10,D,20,1,20,D,20,1.no chance,20,abortion,30,4.somewhat agreeable,50,4.somewhat conscientious,50,4.somewhat extraverted,50,3.neither high nor low in neuroticism,80,4.somewhat open to experience,50,2.not very happy,80,White,90,5.55-64,30,M,10,Has a College Degree,50,"3.[50000, 75000)",90,single,80,4.highly interested,10,3.about half of the time trust other people,60,4.paying a lot of attention,20,1.strong D,10,1.very ideologically liberal,20,4.Strongly Approves,20,4.Very favourable,20,No opinion,100,4.Very favourable,20,1.Very unfavourable,10,1.Very unfavourable,70,No opinion,100,No opinion,100,3.Somewhat favourable,40,3.Somewhat favourable,70,D,13,D,16,D,16.6666666666667
Arizona,candidates,2024-09-25 07:11:03,no,c2e4c1f5bc84847e7ff702ce4051b2306b27a60e75f5450a940e877331942b45,2024-09-25,Arizona 5th,Arizona,West,0.85,30,0.85,30,0.85,20,0.85,40,1,40,R,50,R,40,R,40,R,60,stay home,90,0.85,40,0.85,25,0.85,30,0.85,40,1,40,R,60,R,40,stay home,70,R,60,stay home,90,0.85,30,0.85,20,R,40,R,50,1,60,R,60,2.highly unlikely,40,healthcare,20,3.neither agreeable nor disagreeable,60,5.very conscientious,20,4.somewhat extraverted,40,2.somewhat low in neuroticism,60,3.neither open nor closed to experience,60,3.rather happy,40,White,100,4.45-54,40,M,10,Has a College Degree,20,"5.[100000, max]",20,married,100,4.highly interested,20,3.about half of the time trust other people,100,4.paying a lot of attention,20,7.strong R,40,5.very ideologically conservative,20,1.Strongly Disapproves,40,1.Very unfavourable,40,No opinion,100,1.Very unfavourable,40,4.Very favourable,40,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,R,56,R,64,R,50
Arizona,candidates,2024-09-25 07:11:03,no,a06ed1407cec5377cd56bcd0d93de1c99c6c7dd94423d495c24c11dc1dcef980,2024-09-25,Arizona 1st,Arizona,West,0.85,30,0.85,25,0.85,30,1,20,0.7,20,R,45,R,45,R,40,R,30,stay home,90,0.85,30,0.7,40,0.85,30,1,20,0.7,20,R,40,R,50,R,40,R,30,stay home,90,0.85,15,0.85,20,R,25,R,30,1,20,R,20,2.highly unlikely,30,inflation and the cost of living,40,2.somewhat disagreeable,30,5.very conscientious,30,5.very extraverted,30,4.somewhat high in neuroticism,40,5.very open to experience,30,2.not very happy,40,White,10,2.25-34,40,F,10,Has a College Degree,50,"5.[100000, max]",50,single,80,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,10,7.strong R,20,5.very ideologically conservative,20,1.Strongly Disapproves,10,1.Very unfavourable,10,1.Very unfavourable,20,1.Very unfavourable,10,4.Very favourable,20,No opinion,60,No opinion,60,No opinion,60,No opinion,60,No opinion,60,R,50,R,50,R,25
Arizona,candidates,2024-09-27 05:15:58,no,bc29c544e4a16d7b0e43974627fb38826067ce833498d7edd0570a06d8120692,2024-09-27,Arizona 4th,Arizona,West,0.85,25,0.85,20,1,20,1,20,1,20,R,30,R,30,R,30,R,30,R,30,0.85,20,0.85,30,0.85,25,0.85,30,1,30,R,30,R,40,R,20,R,30,R,30,1,10,0.85,20,R,20,R,30,1,30,R,30,2.highly unlikely,30,immigration,20,2.somewhat disagreeable,40,5.very conscientious,30,4.somewhat extraverted,40,3.neither high nor low in neuroticism,70,2.somewhat closed to experience,50,2.not very happy,90,White,10,6.65+,30,M,0,Has a College Degree,40,"5.[100000, max]",50,married,70,4.highly interested,10,2.some of the time trust other people,40,4.paying a lot of attention,20,7.strong R,20,5.very ideologically conservative,20,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,40,1.Very unfavourable,20,4.Very favourable,30,4.Very favourable,40,3.Somewhat favourable,50,No opinion,80,1.Very unfavourable,40,1.Very unfavourable,40,R,30,R,30,R,26.6666666666667
Arizona,candidates,2024-09-27 05:15:58,no,304a863713304a9513fda14471e50f355997da38180b40db4455fc734b851595,2024-09-27,Arizona 6th,Arizona,West,1,0,1,15,1,10,1,0,1,0,R,20,R,20,R,15,R,0,R,20,1,20,0.85,20,1,10,1,0,1,0,R,30,R,25,R,20,R,10,R,20,1,10,1,10,R,5,R,10,1,0,R,0,1.no chance,0,crime,20,2.somewhat disagreeable,30,5.very conscientious,20,5.very extraverted,20,2.somewhat low in neuroticism,40,2.somewhat closed to experience,40,3.rather happy,40,White,60,4.45-54,40,F,0,Has a College Degree,20,"5.[100000, max]",30,married,0,4.highly interested,0,2.some of the time trust other people,40,4.paying a lot of attention,0,7.strong R,0,5.very ideologically conservative,0,1.Strongly Disapproves,0,1.Very unfavourable,0,1.Very unfavourable,30,1.Very unfavourable,0,4.Very favourable,0,3.Somewhat favourable,40,1.Very unfavourable,30,1.Very unfavourable,30,1.Very unfavourable,30,1.Very unfavourable,20,R,15,R,21,R,5
